checkpoint,stratum,unit_id,native_CF_r90,S_F_CF,S_P_CF,S_P_F,Delta_Align,Delta_PF_Align,dR_F_CF,dR_P_CF,dR_P_F,Delta_d,source_record_index
291402,S1,W29U_AAD068AB87B51FB466F1641F,3,0.9805524501730446,0.9752149466426876,0.9756725661441297,-0.005337503530357002,0.02432743385587033,0.1854839750992552,0.2368294424146562,0.20320969122047827,-0.05134546731540099,17
291402,S1,W29U_6CFF1D75487CD3A42D913977,4,0.5607663065670008,0.9666410853345381,0.612088760887091,0.4058747787675373,0.38791123911290903,0.762403706866718,0.16861787811343376,0.7704672994946548,0.5937858287532842,18
291402,S1,W29U_E39EA8A21758C10BCC5F4B25,4,0.5636269967350566,0.9662124829386629,0.5642643378010465,0.40258548620360635,0.43573566219895354,0.6905727277122025,0.22908670424174438,0.6582217974554868,0.4614860234704581,19
291402,S1,W29U_C886BB9C0B293A1ED9758B14,3,0.9643598732156414,0.9693330781765551,0.9169141200569181,0.004973204960913691,0.08308587994308192,0.2833413912388385,0.2189569198040343,0.3055595520137,0.06438447143480419,20
291402,S1,W29U_A5910054BB855156E9B32F8C,3,0.837729936912492,0.7182074363539884,0.5715060613467136,-0.11952250055850355,0.42849393865328644,0.49501372957322365,0.5616257360085437,0.7708534870931788,-0.06661200643532006,21
291402,S1,W29U_2A89DC488AD15CBE1249ED0D,4,0.9741683078383814,0.9936774158568245,0.9585013993426403,0.019509108018443078,0.04149860065735966,0.1346120702915709,0.09525212544601287,0.20417285096153825,0.039359944845558034,22
291402,S1,W29U_9D11D773ABD3D5DDFD96D857,3,0.9228788254735013,0.9936947638502335,0.9492400217039344,0.07081593837673217,0.0507599782960656,0.4100962575344859,0.1253741210655549,0.3052152863276792,0.284722136468931,23
291402,S1,W29U_B52BC9EA0A5865F529FD944F,3,0.8654331369769267,0.5913234912137942,0.5402644857800615,-0.27410964576313246,0.4597355142199385,0.5568746370332861,0.6765163780296728,0.7656883126340135,-0.11964174099638669,24
291402,S1,W29U_994622A6D5AD3781B8DCA5E7,3,0.9275490309304383,0.6372204334945675,0.6587295757953534,-0.2903285974358708,0.3412704242046466,0.479042670081505,0.6040614570311161,0.5373950735357764,-0.12501878694961116,25
291402,S1,W29U_35D26B470FA840A2B61FA7BD,4,0.6722793132708051,0.8653215737440904,0.7979843181797268,0.1930422604732852,0.20201568182027319,0.7713727645590547,0.5012188629510174,0.531975965153726,0.2701539016080373,26
291402,S1,W29U_D863F5D445E32C9CFE045647,4,0.8722716899979837,0.9867039032738298,0.9239164559990323,0.11443221327584618,0.07608354400096773,0.3133229893383538,0.10698569070188864,0.23312754048197387,0.20633729863646516,27
291402,S1,W29U_30410D146F275D9B501A8D8B,3,0.9575127648964233,0.9466998921867651,0.9404991151716762,-0.01081287270965825,0.05950088482832383,0.3463520815800783,0.4446338660944401,0.34245190583447377,-0.09828178451436181,28
291402,S1,W29U_AB05A2088E675A5855032D7A,4,0.5467600785464737,0.9423973034850348,0.6501217145868279,0.3956372249385611,0.3498782854131721,0.7239671235438233,0.32892014606876874,0.5469538737701476,0.3950469774750546,29
291402,S1,W29U_CBC2DCAEF6675B5D9A70E2E5,3,0.9557733165384614,0.9197364536905942,0.8937203303564454,-0.036036862847867224,0.10627966964355462,0.3407568791083561,0.3740545266873943,0.3563499331144111,-0.03329764757903819,30
291402,S1,W29U_21A4C462A4AB85B5ED8A8FB9,3,0.4608938301237322,0.9480954461981742,0.5308104470874523,0.487201616074442,0.4691895529125477,0.7961400033611576,0.21063017807858606,0.7680032127601728,0.5855098252825716,31
291402,S1,W29U_229702C2BCB73563FD30EE1D,4,0.8458549626139532,0.9890809967401949,0.8932068920289137,0.14322603412624169,0.10679310797108632,0.36271181147182924,0.10345756148295665,0.29474192832333224,0.2592542499888726,32
291402,S1,W29U_3BDC39A40CA0FF75A3C3A3A6,4,0.8432305728636456,0.7140691329267332,0.5884110250118292,-0.12916143993691231,0.4115889749881708,0.5136206708218048,0.5570460717817428,0.7629698684520013,-0.043425400959937965,33
