P_d,P_s,S_sub_gamma_CF,checkpoint,d_R_gamma_CF,gamma,stratum,unit_id
0.4386060739038749,0.06707103257579927,0.9840224400165403,291402,0.152480650667111,1.0,S1,W29U_F6CAD417553B07D618F9E108
0.0,0.0,0.5525750507506116,291402,0.701755239867466,0.0,S1,W29U_E5D1686A18607C9EE6DB4092
0.09569604628216269,0.032231954507270566,0.5848070052578822,291402,0.6346000379542631,0.25,S1,W29U_E5D1686A18607C9EE6DB4092
0.1896952303306612,0.08486237012830333,0.637437420878915,291402,0.568635618004869,0.5,S1,W29U_E5D1686A18607C9EE6DB4092
0.31488532542449493,0.1592549662039615,0.7118300169545732,291402,0.4807828127931396,0.75,S1,W29U_E5D1686A18607C9EE6DB4092
0.5331219836751508,0.38788727356728925,0.9404623243179009,291402,0.32763409433435814,1.0,S1,W29U_E5D1686A18607C9EE6DB4092
0.0,0.0,0.6908029840033691,291402,0.6645073824333786,0.0,S1,W29U_93A1C9E34685B6807135F4C8
0.061751528150901826,0.03704497896147352,0.7278479629648427,291402,0.6234730361005,0.25,S1,W29U_93A1C9E34685B6807135F4C8
0.587735718181823,0.1759179148837685,0.8667208988871377,291402,0.27395265878118574,0.5,S1,W29U_93A1C9E34685B6807135F4C8
0.7207161003925404,0.28236044053277487,0.973163424536144,291402,0.18558621308321877,0.75,S1,W29U_93A1C9E34685B6807135F4C8
0.5123335498710456,0.22527148907110472,0.9160744730744739,291402,0.3240579562752569,1.0,S1,W29U_93A1C9E34685B6807135F4C8
0.0,0.0,0.9819864625476434,291402,0.25755084686058716,0.0,S1,W29U_F2575FC5D972AB054D7C658A
-0.12043284866867741,-0.003964275482316815,0.9780221870653266,291402,0.2885684290251584,0.25,S1,W29U_F2575FC5D972AB054D7C658A
-0.2398517570536064,-0.010594691280511825,0.9713917712671316,291402,0.31932487001098314,0.5,S1,W29U_F2575FC5D972AB054D7C658A
-0.3514288736831949,-0.0191188397502714,0.962867622797372,291402,0.34806165088930774,0.75,S1,W29U_F2575FC5D972AB054D7C658A
-0.456169483614876,-0.029094743165013703,0.9528917193826297,291402,0.3750376836780114,1.0,S1,W29U_F2575FC5D972AB054D7C658A
0.0,0.0,0.44959979668259936,291402,0.8358981376458219,0.0,S1,W29U_0400BA4294543C5E4BC160A2
0.18560604740824482,0.07443161635794598,0.5240314130405453,291402,0.6807503882812823,0.25,S1,W29U_0400BA4294543C5E4BC160A2
0.3511875094708109,0.2646125169841988,0.7142123136667982,291402,0.5423411525143454,0.5,S1,W29U_0400BA4294543C5E4BC160A2
0.5107476132319356,0.33514706580229364,0.784746862484893,291402,0.4089651589376876,0.75,S1,W29U_0400BA4294543C5E4BC160A2
0.7244713816366335,0.5069006738596309,0.9565004705422302,291402,0.23031385895734002,1.0,S1,W29U_0400BA4294543C5E4BC160A2
0.0,0.0,0.8866020688298807,291402,0.2986179679199165,0.0,S1,W29U_7A5126EDF2108BF759D41021
