C_R_midpoint,E_int16,E_int32,E_int8,E_local,I16_I8_relative,I32_I16_relative,checkpoint,stratum,unit_id
0.06897727759175938,1.1452059518996673e-05,1.1452314286240912e-05,1.1413225658554228e-05,0.23096860779012107,1.1569147637071124e-06,1.309601653402701e-07,291404,S1,W29U_CBC2DCAEF6675B5D9A70E2E5
0.34512549605311615,1.266139980667867e-05,1.7934931120472958e-06,0.0002089086311649157,0.39364260626874886,0.00019643882968870232,1.1874601110294673e-05,291404,S1,W29U_21A4C462A4AB85B5ED8A8FB9
0.12159634842161245,3.4852507214803073e-06,3.4791884012556005e-06,5.7547890886815055e-06,0.2181771047137745,4.298902343811442e-06,2.8122120840975474e-07,291404,S1,W29U_229702C2BCB73563FD30EE1D
0.06399691108469972,5.181091140615582e-06,5.133869673032494e-06,5.355823323539862e-06,0.13244421714838941,3.3264548249329566e-07,1.0064353310552367e-07,291404,S1,W29U_3BDC39A40CA0FF75A3C3A3A6
0.04500672998524335,3.2479681889363478e-06,3.255837371330567e-06,3.2485722654952815e-06,0.10570738988424952,7.668164893129134e-08,5.271283179339809e-08,291404,S1,W29U_4C6ED1EB798517953D0DC778
0.050622366777010465,9.052634291230896e-06,9.038333877996003e-06,9.079048416294744e-06,0.1310025278691275,3.392017503908635e-07,1.0544443699237898e-07,291404,S1,W29U_75132999B0C6E0EEE43BA989
0.060773470450028885,2.640968371403758e-06,2.652436791081303e-06,2.5754049614065805e-06,0.17925260382436223,5.538969645682355e-07,7.348125434588671e-08,291404,S1,W29U_F6CAD417553B07D618F9E108
0.20365587400951685,4.025986387527726e-06,3.3128579926008697e-06,2.025761461761943e-05,0.2586627619405704,1.7328797951813055e-05,1.268496755483925e-06,291404,S1,W29U_E5D1686A18607C9EE6DB4092
0.4155238952347153,3.158438503171109e-06,1.907464989627994e-06,3.650441221401872e-05,0.37942340885591846,3.387986325131338e-05,2.096268921533084e-06,291404,S1,W29U_93A1C9E34685B6807135F4C8
0.06057793571125383,9.720283334455058e-06,9.738486892900991e-06,9.606270768730782e-06,0.18343064555664979,5.320773486745771e-07,1.252147360076261e-07,291404,S1,W29U_F2575FC5D972AB054D7C658A
0.34085520102566075,1.4058782896808704e-05,2.086131556536971e-06,0.0002511685531686264,0.4111208987725645,0.0002372853798155781,1.3295034925065502e-05,291404,S1,W29U_0400BA4294543C5E4BC160A2
0.12879451228574199,4.016835410204726e-06,4.084844214508635e-06,5.707433252190113e-06,0.15953272658159828,4.946942537112507e-06,3.117543433662311e-07,291404,S1,W29U_7A5126EDF2108BF759D41021
